idx,submittime,costtime,source,detail,text_id,M1-1,M1-2,M1-3,M1-4,M1-5,M1-6,M2-1,M2-2,M2-3,M2-4,M2-5,M2-6,M3-1,M3-2,M3-3,M3-4,M3-5,M4-1,M4-2,M4-3,M4-4,total_score,text,label,emotion,M1,M2,M3,M4
1,2019/12/3 10:19:40,144秒,样本服务,,2,3,3,3,3,4,3,4,2,3,2,3,2,3,2,2,3,2,3,3,3,2,58,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,19,16,12,11
2,2019/12/3 10:22:40,140秒,样本服务,,1,1,1,2,1,1,2,1,1,1,4,3,1,1,3,1,1,2,1,1,2,1,32,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,8,11,8,5
3,2019/12/3 10:26:25,118秒,样本服务,,3,3,2,2,2,2,2,3,3,3,4,3,3,3,2,2,2,2,3,3,3,2,54,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,13,19,11,11
4,2019/12/3 10:26:26,123秒,样本服务,,5,3,3,2,3,3,2,3,4,4,3,4,3,2,1,3,1,1,1,3,3,3,55,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,16,21,8,10
5,2019/12/3 10:27:25,117秒,样本服务,,3,2,2,2,2,2,1,2,2,2,3,1,3,1,1,1,1,1,2,1,1,2,35,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,11,13,5,6
6,2019/12/3 10:28:29,119秒,样本服务,,5,2,3,2,2,1,3,4,4,4,4,3,3,2,1,3,1,2,2,3,2,2,53,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,13,22,9,9
7,2019/12/3 10:28:29,117秒,样本服务,,2,1,3,2,2,1,2,3,3,3,4,4,3,1,3,3,1,1,1,1,2,3,47,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,11,20,9,7
8,2019/12/3 10:37:28,698秒,样本服务,,4,4,3,3,4,4,3,4,4,3,4,4,4,3,3,4,3,4,3,4,3,4,75,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,21,23,17,14
9,2019/12/3 14:49:29,128秒,样本服务,,4,1,2,1,2,2,3,4,2,3,4,4,3,1,2,3,2,1,2,3,4,1,50,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,11,20,9,10
10,2019/12/3 14:50:23,117秒,样本服务,,1,2,2,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,3,1,2,1,35,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,9,10,9,7
11,2019/12/3 14:56:09,210秒,样本服务,,5,3,3,2,2,3,4,4,4,4,2,3,3,2,2,2,2,3,2,2,2,2,56,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,17,20,11,8
12,2019/12/3 14:56:45,191秒,样本服务,,4,3,2,2,3,3,2,4,4,4,4,3,4,2,4,3,3,2,2,4,4,2,64,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,15,23,14,12
13,2019/12/3 14:58:38,124秒,样本服务,,2,3,3,4,4,1,1,3,2,2,3,2,4,1,4,3,2,3,2,3,1,3,54,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,16,16,13,9
14,2019/12/3 14:59:36,118秒,样本服务,,4,2,3,2,2,2,3,3,2,3,4,3,3,2,2,3,2,2,1,3,3,2,52,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,14,18,11,9
15,2019/12/3 14:59:49,469秒,样本服务,,3,3,1,2,4,3,3,4,3,4,3,4,4,3,2,4,1,3,1,1,2,2,57,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,16,22,13,6
16,2019/12/3 15:00:36,117秒,样本服务,,2,2,2,1,2,1,3,3,4,2,4,2,3,1,1,2,1,1,2,3,2,2,44,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,11,18,6,9
17,2019/12/3 15:00:55,131秒,样本服务,,5,3,3,2,3,2,2,3,3,3,4,2,3,4,2,4,2,2,4,4,3,2,60,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,15,18,14,13
18,2019/12/3 15:01:19,275秒,样本服务,,1,3,2,2,4,2,3,3,4,2,3,4,2,2,2,1,1,3,2,3,3,2,53,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,16,18,9,10
19,2019/12/3 15:01:40,117秒,样本服务,,3,3,2,3,4,3,4,3,2,4,4,3,2,3,4,2,4,2,3,4,3,4,66,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,19,18,15,14
20,2019/12/3 15:02:29,352秒,样本服务,,5,3,4,2,2,1,3,4,3,3,4,2,3,2,1,2,1,2,2,3,2,3,52,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,15,19,8,10
21,2019/12/3 15:02:45,178秒,样本服务,,4,4,4,2,3,2,3,4,3,2,4,3,4,3,2,3,2,2,2,3,4,2,61,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,18,20,12,11
22,2019/12/3 15:02:46,124秒,样本服务,,1,2,3,3,2,2,1,2,1,2,3,2,1,2,1,1,2,2,1,1,2,2,38,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,13,11,8,6
23,2019/12/3 15:02:59,124秒,样本服务,,2,4,4,2,1,1,2,4,3,3,4,2,3,1,1,3,2,1,1,4,3,1,50,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,14,19,8,9
24,2019/12/3 15:03:45,116秒,样本服务,,3,3,3,1,2,2,1,3,4,3,4,2,4,1,1,2,3,2,4,1,2,3,51,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,12,20,9,10
25,2019/12/3 15:03:53,125秒,样本服务,,4,1,1,1,2,1,1,3,2,1,4,1,1,1,3,2,1,1,1,1,1,1,31,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,7,12,8,4
26,2019/12/3 15:04:56,128秒,样本服务,,1,1,1,1,1,2,2,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,28,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,8,11,5,4
27,2019/12/3 15:06:19,325秒,样本服务,,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,60,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,18,18,13,11
28,2019/12/3 15:10:02,741秒,样本服务,,3,3,3,3,4,3,4,4,4,3,2,3,3,3,3,2,2,2,3,3,3,3,63,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,20,19,12,12
29,2019/12/3 17:41:39,117秒,样本服务,,2,1,3,2,1,1,2,1,2,2,4,2,1,1,2,1,2,3,1,2,2,1,37,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,10,12,9,6
