idx,submittime,costtime,source,detail,text_id,M1-1,M1-2,M1-3,M1-4,M1-5,M1-6,M2-1,M2-2,M2-3,M2-4,M2-5,M2-6,M3-1,M3-2,M3-3,M3-4,M3-5,M4-1,M4-2,M4-3,M4-4,total_score,text,label,emotion,M1,M2,M3,M4
5,2019/12/3 10:23:29,120秒,样本服务,,4,3,3,2,3,3,1,3,3,3,4,2,3,2,2,1,1,1,1,1,1,2,45,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,15,18,7,5
6,2019/12/3 10:25:37,131秒,样本服务,,1,2,3,2,3,3,2,3,2,1,4,3,2,4,3,2,1,1,2,2,3,2,50,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,15,15,11,9
7,2019/12/3 10:26:19,117秒,样本服务,,3,3,1,3,3,3,4,4,4,3,2,3,4,3,3,4,2,2,1,1,2,2,57,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,17,20,14,6
8,2019/12/3 14:50:19,117秒,样本服务,,5,2,3,3,2,2,3,3,3,3,4,2,3,3,3,3,2,2,3,3,3,2,57,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,15,18,13,11
9,2019/12/3 14:51:12,218秒,样本服务,,2,4,3,2,3,3,2,4,4,3,4,2,4,4,2,2,1,3,2,1,2,2,57,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,17,21,12,7
10,2019/12/3 14:51:48,146秒,样本服务,,4,2,3,2,2,1,2,4,3,4,3,4,4,1,3,4,2,3,2,1,2,2,54,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,12,22,13,7
11,2019/12/3 14:53:19,117秒,样本服务,,1,3,2,4,3,4,2,4,3,4,3,3,4,2,3,4,2,1,2,1,4,3,61,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,18,21,12,10
12,2019/12/3 14:54:01,31秒,样本服务,,4,3,4,3,2,2,3,3,4,3,2,2,4,4,3,4,4,3,3,4,2,2,64,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,17,18,18,11
13,2019/12/3 14:54:33,121秒,样本服务,,3,2,3,1,4,2,3,4,2,3,1,2,4,2,4,3,1,2,1,3,2,4,53,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,15,16,12,10
14,2019/12/3 14:55:25,116秒,样本服务,,4,1,3,1,3,2,3,4,4,3,4,3,4,2,2,1,1,1,2,2,3,2,51,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,13,22,7,9
15,2019/12/3 14:56:27,161秒,样本服务,,1,3,3,3,3,4,4,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,68,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,20,19,16,13
16,2019/12/3 14:56:45,130秒,样本服务,,5,4,3,4,2,2,3,4,3,3,4,4,3,4,2,3,1,2,2,3,2,2,60,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,18,21,12,9
17,2019/12/3 14:56:48,137秒,样本服务,,3,4,3,2,3,3,2,4,3,2,4,3,4,2,3,2,4,3,3,2,4,3,63,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,17,20,14,12
18,2019/12/3 15:05:47,118秒,样本服务,,2,4,4,2,4,2,3,4,3,2,3,3,2,1,1,1,2,1,2,1,1,1,47,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,19,17,6,5
19,2019/12/3 15:06:04,128秒,样本服务,,2,3,3,3,3,3,4,3,4,4,3,4,4,2,3,3,2,2,2,3,3,4,65,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,19,22,12,12
20,2019/12/3 15:06:12,142秒,样本服务,,5,2,4,3,2,2,4,4,3,4,3,1,3,2,4,3,1,2,2,3,2,2,56,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,17,18,12,9
21,2019/12/3 15:06:50,117秒,样本服务,,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,59,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,17,18,14,10
22,2019/12/3 15:08:56,173秒,样本服务,,2,4,4,2,3,2,1,1,3,2,2,4,2,1,2,3,1,1,1,3,2,2,46,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,16,14,8,8
23,2019/12/3 15:08:56,183秒,样本服务,,1,3,2,4,3,2,3,4,3,3,2,3,3,4,3,2,3,3,1,3,3,1,58,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,17,18,15,8
24,2019/12/3 15:08:58,117秒,样本服务,,5,4,4,3,2,3,4,3,4,3,4,2,3,1,2,1,2,1,1,2,1,2,52,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,20,19,7,6
25,2019/12/3 15:09:53,117秒,样本服务,,4,3,3,2,3,3,4,4,4,3,4,3,3,2,3,3,2,3,4,3,3,2,64,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,18,21,13,12
26,2019/12/3 15:09:56,118秒,样本服务,,5,3,3,3,3,4,3,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3,67,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,19,19,17,12
27,2019/12/3 15:11:40,157秒,样本服务,,4,4,3,3,4,3,2,4,3,4,2,4,4,1,1,2,2,1,3,1,1,2,54,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,19,21,7,7
28,2019/12/3 15:12:04,124秒,样本服务,,3,4,3,3,4,4,3,4,3,4,2,3,4,3,3,4,3,4,2,3,4,3,70,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,21,20,17,12
29,2019/12/3 15:12:28,141秒,样本服务,,2,3,3,2,2,2,3,2,3,4,2,3,3,4,3,2,4,3,1,2,1,2,54,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,15,17,16,6
30,2019/12/3 15:12:42,147秒,样本服务,,1,1,1,2,1,2,1,1,2,1,4,1,1,2,1,1,1,1,2,1,1,1,29,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,8,10,6,5
31,2019/12/3 15:13:29,140秒,样本服务,,5,1,3,2,3,2,4,4,4,3,3,3,4,2,2,3,1,1,2,3,2,2,54,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,15,21,9,9
32,2019/12/3 15:15:56,284秒,样本服务,,3,4,4,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,54,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,19,18,10,7
33,2019/12/3 17:43:48,116秒,样本服务,,2,2,3,2,2,2,2,3,4,3,4,4,3,2,3,4,1,2,1,2,3,3,55,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,13,21,12,9
34,2019/12/3 17:43:53,122秒,样本服务,,4,2,2,2,3,2,3,3,4,2,4,3,4,3,2,3,1,2,1,1,2,1,50,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,14,20,11,5
35,2019/12/3 17:43:54,116秒,样本服务,,1,1,3,2,1,2,1,1,2,1,4,3,2,3,2,3,2,3,2,3,2,4,47,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,10,13,13,11
36,2019/12/3 17:44:52,118秒,样本服务,,3,4,1,2,3,3,2,3,4,3,4,3,4,2,2,2,1,1,1,4,2,2,53,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,15,21,8,9
37,2019/12/3 17:44:54,119秒,样本服务,,1,4,4,2,4,4,2,4,3,3,3,1,3,2,3,3,3,3,3,3,3,3,63,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,20,17,14,12
38,2019/12/3 17:45:55,117秒,样本服务,,5,4,3,4,3,3,2,3,4,3,4,4,3,3,2,3,4,4,3,3,2,3,67,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,19,21,16,11
39,2019/12/3 17:46:17,137秒,样本服务,,5,1,3,1,1,2,4,3,4,4,4,4,3,4,4,3,4,3,2,3,3,3,63,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,12,22,18,11
40,2019/12/3 17:46:18,202秒,样本服务,,4,3,4,3,3,4,2,3,4,3,2,4,3,2,2,2,1,3,2,3,3,3,59,爱心接力：胡云星，女，四岁半，运城人。救救她，她患有罕见的“布加氏综合征”对激素已经产生抗体，体重不断上升，每天不停地重复一句话：妈妈，疼!希望大家帮帮她，多一个人转发多一份力量，@韩红爱心慈善基金会 @365儿童救助爱心基金,LHF,sadness,19,19,10,11
41,2019/12/3 17:46:54,178秒,样本服务,,2,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,2,2,3,3,3,2,62,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,19,18,14,11
