歌曲ID,歌单标题,创建者昵称,创建者id,介绍,歌曲数量,播放量,添加到播放列表次数,分享次数,评论数
3198506557,【HipHop】持续更新,Kv31,1453371896,介绍：	Hiphop=生活 放松全身 释放压力	,178,94263,1564,207,1
5483045539,“天冷了 进来坐会”,C9_Offical,308688094,介绍：	“天冷了 进来坐会”	,40,1855907,3711,8971,317
7112313486,FREE BEAT✧由Beatmaker精心挑选工业级节拍,Silver_The_Dilen,438792672,介绍：	用Beatmaker精心挑选的工业级精品free节拍	各种风格都有，所挑选的节拍都不输同类节拍		如果喜欢不妨关注收藏留言	<3	,67,3165,103,0,评论
4898094580,Jackson熊猫团,迈克杰克骚雷-德航,512703068,介绍：	王嘉尔	,33,52628,485,2,1
6720880850,制作精良的免费说唱伴奏/FreeBeat/RapBeat,说唱少女101,3372680209,介绍：	免费的BEAT不一定是好的BEAT，制作精良又免费的BEAT才是好BEAT。	,97,39428,463,217,1
6595934451,小朋友们 要一起成为并肩而立的大人呀,宁遇夏,389547363,介绍：	小朋友其实也有烦恼	只是他们没办法发朋友圈 ​	不像我们这群大小孩儿	还可以打开网易云听听歌		我们都一样 一边崩溃一边自愈	每个年龄段都有每个年龄段的压力	但我们要学会调节自己的情绪呀	希望我们都能...	,50,210872,2225,43,20
7017341754,ksovii等一下就回家,许愿__________,1656725687,介绍：	每日单曲循环浪漫说唱，速出专辑必买，宝藏歌手啊感谢少年说唱企划2021	,18,842,14,0,评论
6884960877,『潮酷rap』偷偷浪漫吧 别让世俗知道,小软溪,1418990258,介绍：	想了一百个喜欢你的文案	都不及这一刻的浪漫	,39,1147187,7255,43,13
6666626727,国产嘻哈 | 了解一下这班狙击手,太合音乐集团,1463347797,介绍：	想要狙击他们但可能还太嫩， 所以谢谢你们给的所有羡慕嫉妒恨	,32,57463,172,5,1
2246029783,R&B「中文说唱」旋律控-说唱叙事,戴草帽的香克斯,121872884,介绍：	收藏最宝藏的说唱旋律	,97,1373375,14930,94,12
7010349262,俘获听觉——沉浸式Rapper柔情思绪！,欧阳鹏oyp,331324091,介绍：	不断更新，欢迎投稿！带大家感受Rapper们的深情对话！	,76,3439478,10680,43,21
5275006965,♛【 维吾尔语精选说唱丨每日更新 】♡,Alim_Official,3695860549,介绍：	无论你此刻开心还是悲伤，你总能找到一首符合你此刻心情的歌。抛开它们，希望你在开车中享受这些乐趣。	,65,10196,65,9,评论
7069862440,Trap、R&B｜黑泡泡才是YYDS,Ghanan-,1306847562,介绍：	#Trap#R&B百大hiphop酒吧常用歌曲 不定期更新	NINJA， Hood， Akoma， Owner Circle， Red Room		建议随机播放	,215,800,14,1,评论
7137219304,走心说唱艺术家,應該愛愛我的人,2009221752,介绍：	安安静静听歌	,45,241288,8632,799,518
6607467078,爱你不需要理由|情歌rap,dazzd,381977701,介绍：	上榜请私信	,16,113562,690,796,评论
6718607515,夜晚||在旋律说唱中感受Rapper的温柔思绪,少女的喜欢_,3277385997,介绍：	旋律说唱的亮点在于那些抓人的hook，当旋律响起便沉沦其中，一起来听这些扣人心弦的旋律说唱	,46,466694,1870,10,评论
6962862679,中文说唱丨有些情绪只有自己懂,玩说唱的小肆,335680278,介绍：	不定时收录，深夜情绪国内中文说唱音乐。	投稿v:605026273	,56,129325,2206,227,评论
6607455998,情歌rap|爱你是我唯一的选择,dazzd,381977701,介绍：	上榜请私信	,16,61961,868,824,评论
5000396213,老番茄《落地窗》上线！,山岛梨,3245901433,介绍：	阴阳怪气男团友谊长存✨	中国boy《小丑马戏》	老番茄《落地窗》来啦！	,39,375373,6337,24,241
6732312998,一个说唱少女的听歌列表,说唱少女101,3372680209,介绍：	我最近喜欢听的歌	,50,10943,201,100,评论
3204720807,欧美宝藏嘻哈音乐推荐,17GOLDKEY,475626652,介绍：	好家伙歌单被你发现了有品味，日常分享自己喜欢的音乐，自己发新歌会不定时置顶，看到这儿都是有缘人哈哈	,288,147800,1887,55,93
3185594642,『jazz hiphop/lofi hiphop』文艺复兴,神仙伴侣皆是你,632279917,介绍：	Jazz-hiphop（爵士说唱）是一种将早期黑人音乐和当今主流音乐风格融合起来的一种尝试，在如今后者逐渐占据绝对地位的同时，它使得前者重新焕发出光芒。		从上世纪九十年代中期到末期，尽管说唱爵士从根本上...	,121,104914,3122,69,20
5003946035,想跟你 用rapper说情话,冉釉,1526219531,介绍：	“像晚风轻轻吹动月牙，你悄悄撼动我的心”	,91,357964,4307,216,30
2873336061,旋律说唱，听你诉说这个世界,原点FM,247176530,介绍：	旋律性的说唱歌曲应该能引起很多共鸣，好听又有态度的音乐，歌词虽然有很多露骨，却以柔情的方式述说自己的态度和经历，甚至是最真实的自己，揭露的是最现实的世界，这也是Hip-Hop最有魅力的地方吧	,52,3222826,52382,631,290
7073945345,一个射手座男孩的歌单,海__0tiI,643975287,介绍：	“没有谁的生活会一直完美 但无论什么时候都要看着前方 满怀希望就会所向披靡”	,29,74,1,0,评论
6614637277,《高等rapper4》| 比赛Beat/BGM/音源大收录,幻境少女文知绣,45373159,介绍：	泡粉盛宴之高等rapper4开赛，强大导师团坐镇开启黑泡盛宴。		第一组:Simon Dominic & Loco	第二组:Changmo & Way Ched	第三组:The Quiett & YUMDDA	第四组:Jay Park & pH-1 & WOOGIE		节目已开播，相关曲目...	,85,44548,723,3,7
7073847047,黑怕帝国｜跟着音乐一起hands up！,Zee-镱,302044777,介绍：	收集的一些喜欢的中文说唱曲目，感谢关注！会持续更新的！	,1880,397,4,0,评论
6810065196,newwave♡emo♡2d♡melody trap//持续更新,氛围感帅哥19,371899274,介绍：	有时候因为一些事情导致心情不好，而有些人喜欢以伤疗伤用emo来发泄情绪，很多男生女生天生比较伤感，不管是现实生活还是网络冲浪，也总是会有忧郁、悲伤的情绪，我能用这些歌曲让你感同身受，一起分享你的...	,79,21708,661,207,104
6596648818,好听的小众rapper的宝藏歌曲,zeee8ra,1750992584,介绍：	很多小众rapper的歌也值得聆听哟！！！	封面来自bullybling	,54,154823,2606,12,9
6915317301,僵尸（网易云最全！！！）,少年溟,1951248407,介绍：	肝了个日日夜夜找来的歌，期待你们与姜鸽永远都在...	,112,3955,279,1,9
6890806778,亚克力枪枪|FBI【gun姐】,_imyourjoyce_,1420943256,介绍：	缺得歌单	-------------------------------無---------------------------------	lastsong------ph-1朴宰范	you dont know my name------ph1	,28,3165,75,1,1
6752024545,【Rap】来一场快节奏的烟火盛宴,Romantic-by,1782871864,介绍：	Rap歌手嘛外表都酷酷的其实都有背后的不容易和艰辛	希望我们都可以成为酷酷的野猪男孩（女孩）	,100,93948,831,6,21
6962106033,纯纯real黑怕歌单！能摇能炸还能走心,马可波罗堡-,4970468530,介绍：	你们知道real黑怕之神吗？		不知道没关系，带你走进real黑怕的世界		能炸能摇还能走心...（持续更新）		real黑怕粉丝必备歌单	,96,830040,20501,291,137
5310951194,伤感说唱 |走心旋律rap,剧终人散以后,2136251484,介绍：	我的眼光并不独特，你的优秀显而易见	,59,1704472,7749,2696,37
5206468327,那奇沃夫 『WOLF GANG』,emoboydoncry,1563436052,介绍：	Narchy Wolf(那奇沃夫)	WOLF GANG WORD		,44,52683,480,2,6
7033614077,(^_−)−☆,暗恋冬,1801935767,介绍：	睡不着	,477,796,8,0,14
7114063750,满足(•̀ω•́)✧周五拍了拍你说周末愉快,夏天种花秋天晒太阳,1461603447,介绍：	​“每到周末，我就变回了小朋友。”	“工作日开始，我就又变成了只会吃数据的大人”	,45,373529,2799,57,130
5295942136,｜RAP｜因为你，我的眼神中充满了星星,侬猫,33950256,介绍：	可爱的人们啊，祝你们足够喜欢自己	,45,128527,2663,2,评论
6631262910,就怕rapper说情话 撒时候有甜甜的恋爱,GRU__iZa,1294496571,介绍：	原来rapper的嘴巴不只有diss 还有甜甜的kiss	,173,1330403,12083,127,52
7103724914,【欧美】那些百听不厌的英文歌,我没睡你别睡N,2091242368,介绍：	找到很多好曲子，就会一个劲的听，直到不想听了，再去找其他的曲子，然后再重复，多少年过去了，慢慢积攒沉淀，或偶尔听到以前挚爱的歌都会回想起听这首曲子时自己的生活和状态，很多时候不单单是在听曲子...	,132,49,2,0,1
6895737839,就在窗边坐下吧,TAssev,413119970,介绍：	離別永遠比相遇難一生努力永遠被愛		歌曲个人喜好	,46,45778,222,1,6
6717999436,cute hiphop|可爱的女孩子喜欢听,IKAYKAI,1326649492,介绍：	你怎么那么可爱	那么的乖	世界因为你	而变了色彩	世界都变成粉色了	我心都变成粉色了		封面来源:网络	,37,219011,1299,106,2
6815921980,七夕性感说唱让我动了心,Cast-Off-Music3,4987484153,介绍：	迷人的嗓音在耳边环绕着	我深陷其中 无法逃掉了	,40,120055,2113,217,评论
5429843249,跟喜欢的人一起坠入情海,带泪的焕,617434147,介绍：	听完想恋爱哦	,147,967047,8898,178,229
6590794667,『余晖在云层中求救 太阳终于被淹死了』,CZR8889,1829941088,介绍：	我难过的 不是你和别人好了		而是别人这么容易就代替了我的存在		对于我来说 没有人可以是你		但对于你来说 所有人都可以代替我	,69,10704,406,108,96
6639869302,那些甜甜的Rap情歌♡,少女的喜欢_,3277385997,介绍：	“遇到你下半辈子也不用抽奖”	,517,823950,4585,39,9
7062626731,zboybeatbase*Free Beat*,帅哥不是我难道是你吗,1459512813,介绍：	FREE BEAT仅限于国内平台发布	,16,683,6,0,评论
6976193072,旋律说唱｜超炸超甜的hook,张以晨_,392078662,介绍：	记得在这杂乱的生活里每天带点笑意	（持续更新）	,78,205555,2394,27,14
4897433505,伴奏/Boombap/Old School/老学校/黄金年代,StrawberryGirlHK,1692548947,介绍：	点进来的朋友不妨收藏后在评论区留下你想说的话吧~	↓↓↓往下拉继续阅读	old school/boombap伴奏	好好珍惜 重回黄金年代	如果发现有不是os或者boombap的可以联系我删除，谢谢纠正。	,320,144281,7570,10,4
6607489386,rap|爱意百分百,dazzd,381977701,介绍：	上榜请私信	,15,51637,668,782,评论
5334020451,rapper说情话┃旋律说唱┃甜甜的宝藏女孩必备,JossJoy,1605617325,介绍：	·优质精选|蜜糖般的旋律	·作为宝藏女孩你一定会爱上的歌单	·甜甜的旋律似春风拂面，轻轻撩动你的耳膜	·各大走心Rapper们倾情献唱	让旋律在你心中尽情绽放	·可以投稿你喜爱的作品	歌单大大会认真评选哦	,89,3433384,45368,12217,99
5379150831,Rangsiz(维吾尔族说唱歌手）,Yasin罒official,1967928521,介绍：	维吾尔说唱流行歌手〖Rangsiz-Xapkat 〗	分享Rangsiz的动态 新歌速推：Yalgan	歌手：Rangsiz/Nutul/sirkul/Etraz99	后期制作：Sirkul	,37,162815,2190,14,11
5206470585,说唱｜听rapper说情话，甜到你心里,灵魂诗仙,1426292524,介绍：	宇宙诞生银河流淌着的是星空	爱人的情话微甜星球也初生陨石	正义与雷电碰撞能源流失故土	量子力学的浪漫凝聚态最终融合	所有遇见的事因为有你都变得浪漫起来.	,19,3767376,17233,866,378
5067152407,【炸裂说唱】-藏在黑暗里的凶狠狂兽-,犯懒鲸FLJ,252305402,介绍：	听听那些炸到你头都歪的中文说唱	,45,350959,2956,12,19
6959470800,旋律说唱 | 甜度超标°,雾中的河,3968139597,介绍：	精选所有抒情说唱	,99,100487,1213,2,评论
5053016595,Drill beat（皇家节拍）顶伴奏 仌节拍,StarBo111,282800490,介绍：	可投稿 2021 不玩drill？？都是优质节拍	使用请标注prod 尊重每位制作人 制作不易	,358,131055,1857,15,11
5215461130,华语说唱：在歌词里感受苦甜人生,情思天鹅,108952364,介绍：	超燃的华语说唱，	带你感受生活的甜苦人生。		人生，总有许多沟坎需要跨越；岁月，总有许多遗憾需要弥补。有喜有悲的才是人生，有苦有乐的才是生活，走过才知深浅，品过才知苦甜。		封面：洛杉矶艺术家 An...	,85,1565799,6874,537,31
4862289279,Jony J/姜云升浪漫主义小情歌 歌词里的故事,Outsiderrr_rr,1288143848,介绍：	经常更新新的说唱进来鸭，我建议大家收藏一下~	,146,21679,257,2,1
6961948305,PANTHEPACK,KIKI_7bm,1663097374,介绍：	Panthepack厂牌- JacksonWang/ICE/J.sheon/CICI	,46,758,14,1,评论
5322668716,2010年代最佳150张说唱专辑,流亡大街,635102644,介绍：	HHGA的成立是为了推广和保存经典Hip Hop文化和我们所热爱的音乐和先驱，同时也是为了给90年代中期以来那些占据主流的"空头泡沫"说唱提供一个平衡。HHGA关注点不仅仅是八十年代和九十年代初，该平台也要告诉...	,148,6483,219,6,7
6972800320,华语说唱 可摧枯拉朽 可轻松写意,Craia7,1414313361,介绍：	各 类 风 格 的 整 合 有 安 静 的 jazz 也 有 躁 动 的 Boombap 好品味与坏品味唯一的区别是 从跟风学样 到有自己的独立审美品味 听自己喜欢的 有自己的渠道去了解获取新的东西 以及有自己深入了解的领域...	,70,3077,402,1,评论
6806773512,不火但很好听的说唱❤️,叫我姚就行,4973529880,介绍：	投稿流程		關注-收藏-私信-過了會回復		,630,3392,132,0,评论
6903897169,【FREE】抒情- 说唱伴奏piano Type Beat,Lion_Z狮子,419964543,介绍：	无法言喻的是怎样的心情	怎样的内心和怎样的你我	,41,92625,3704,3,评论
6944159899,微丧rap | 大不了就各奔东西,见青山t,1358261208,介绍：	无论你昨晚经历了怎样的泣不成声	——早上醒来这个城市依旧车水马龙，没人管你有什么情绪	图片	,60,210112,3408,1,评论
3023950448,姜云升（僵尸）｜灵魂终结八部曲,今天给波吉加冕了,1374412716,介绍：	姜云升的灵魂终结八部曲，每一次听都很有感触，词是真的写的好 	《毕业典礼》 	给自己取名叫僵尸即便他们说没有型 	因为在游戏里僵尸头被打掉步伐也没有停 	《淹没》 	嘴里说我知道我明白我会照做心里说死...	,45,372051,6497,55,30
5451258521,我们短暂交错，尾声潮落，致敬这场遇见。,透明空气yiner,423231635,介绍：	打了一把游戏从开始一直顺风，就在快推水晶的时候突然掉线了怎么连都连不上其实我说的不止是游戏。	,22,126683,2309,288,9
5474843360,oldschool伴奏，我需要纯正的味,魔豆宝仔,315941298,介绍：	需要新的血液来延续经典	,143,31183,280,8,1
7026959311,甜蜜Hip-hop｜夏日粉色心动,MATcH是火柴,5049214871,介绍：	你是我无限脑海和永恒时间的嚣张份子，而无限与永恒是我与你能共享的唯一。cr. 网络		——2021.4.29/22:39	,28,64842,657,9,2
6708210382,这是一张嘿人听的Trap歌单,Judith_ANGEL,485795511,介绍：	收录，国内外纯正Trap，味道必须纯正，请注意我的用词。	,87,649201,3445,3307,9
2452114012,超甜/只可私藏 不能共享,等你的双眼陪我看世界,399754502,介绍：	嘴甜是因为心甜，心甜是因为你在里面	,73,2182458,31211,360,73
6656946202,姜云升（未发歌 -架歌 写废歌）,匀升Y,1960306301,介绍：	喜欢姜云升/rap的小盆友们进来来康康哦	姜云升你是我第一个喜欢的rapper	四年啦 你终于火啦！！冲冲冲	给我红到西海岸！！！	《教父》《向前》还有直播时候写废的歌都可以在节目上找到或者去B站找	,99,1329753,36929,464,102
5463247361,“你有世界我只有你”,C9_Offical,308688094,介绍：	“你有世界我只有你”	,48,1751390,7073,11103,319
6724754600,欧美说唱丨肺活量爆棚的Rapper让你耳膜一亮,AAAAAAAAAAAAAAAAAATaoMinglei,2120309164,介绍：	说唱的主导驱流以trap、Club、硬核、东岸为主，早些年人们的对于说唱的误区就是鼠来宝=说唱，但这其实是错误的。嘻哈乐最早来自于欧美，后传到中国，而绝不是中国的鼠来宝。	,30,344033,6390,43,14
6689239865,国产狠货丨中文旋律说唱,洋柿子来了,1952811201,介绍：	我们以自己的方式去诠释了旋律说唱这种风格，并打造出属于中国的Melodic Rap，这种说唱类型也更容易让国人接受，所以我整理了一份以华语旋律说唱为主题的歌单。 我希望更多的人能够通过这个歌单去认识到我...	,56,94582,542,16,6
6950479554,国语rap | 努力才对得起自己,十二月的雪_026,2103569167,介绍：	真正喜欢和想要的，没有一样可以轻易得到，这就是努力的理由。、	,76,183442,3376,17,7
6647741055,华语说唱｜Rap也可以很帅,人间不及苦,394376631,介绍：	趁你现在还有时间 尽你自己最大的努力 努力做成你最想做的那件事 成为你最想成为的那种人 过着你最想过的那种生活 也许我们始终都只是一个小人物 但这并不妨碍我们 选择用什么样的方式活下去 这个世界永远...	,56,10523,675,0,1
6718779602,孤独&说唱 | Rap里的深邃情感,少女的喜欢_,3277385997,介绍：	在你之前，我没有一件像样的心事。 在你之后，我没有拿得出手的痛苦。	,50,129698,540,11,评论
7055643674,别丧气——听听他们比你更加难过,欧阳鹏oyp,331324091,介绍：	有的人会一直爱你，有的人却一直在变！	,68,647109,7811,4,评论
7145607641,beverage_yuck?,Cxx_Reina,512167543,介绍：	留几首作品敝帚自珍，目前摇滚乐队和爵士感兴趣中。现在古德拜第九区-3-，偶尔回来看看。	,70,47,1,5,评论
7111257749,Drake Type Beat | 说唱伴奏,Wavy_Zy,334814056,介绍：	Drake类型伴奏，国内制作人Zy操刀	,14,733,49,0,1
2852805110,E标【禁 止 收 藏】,TENET-V,543222971,介绍：	建议随机播放		进来就说明，你已经是大人了		都是根据个人喜好精选的，所以有点杂		有的作者界面是e标，但收藏到歌单就消失了，望见谅		封面冻龄少年李栋旭		建立于2019-7-16	,924,3429494,99720,1324,1390
6743177248,干嘛听苦情歌以为多浪漫,板子哥哥,1450897495,介绍：	乌鸦什么时候说情话	,93,50898,281,5,7
6732206947,我看见前方的光消失了,若神桑,3256922790,介绍：	个人认为好听的旋律说唱，情绪rap，不限中英文	,85,21376,142,2,评论
6914983733,EMO 说唱 ｜自始至终我从来没有相信过,GiraffeGci,311347167,介绍：	“其实我一直是个遇到点冷漠就想走的人，可我也真的为你停留了好久。”	,490,758,203,0,评论
5180498969,今天韩国黑泡完犊子了吗?,泡菜小妹,58784354,介绍：	没有人能逃过韩国黑泡的魅力！	没有黑泡的夏天是不完整的！	本歌单收集了众多韩国黑泡圈的优质歌曲，欢迎收听鸭！	,107,201741,2896,30,108
6954446697,Capper made 剑与蔷薇,四院是归宿,4904088875,介绍：	InSwordAndRose：	骑士的剑与枯萎的蔷薇	“这是我自我精神世界的后花园。	”当神秘的钟声响起感谢不知源于何处的无形力量迫使我前行无惧荆棘也愿在白昼亦或是黑夜真诚地祝愿你一生快乐	我爱你 某种意义上 ...	,33,94204,945,8,16
6970815499,姜云升会红到西海岸,稀饭想看日落,1301358711,介绍：	都是僵尸的歌 友友们憋嫌弃	稀饭已经很努力再找了	姜云升一定会红到西海岸。	,104,204,18,3,评论
6984871916,2022年维吾尔说唱 | Uygur Rap | Uyhur Rap,撒伊甫sayif-mg,1502276945,介绍：	uygurqa rap		Aslayman(Remix)		uyhurqa rap		AtteR GuL		Kozyax（泪)	,239,3287,17,2,评论
4917180830,欧美rap|李京泽 海尔 姜云升 卞架歌都有,Kanye_,1599392350,介绍：	HHH	,286,146330,2859,47,9
5217881925,Chinese drill(中国的drill),MEMBERSONLY-,412653119,介绍：	这几年的中文说唱进步太快，紧跟潮流了	Drill music虽然已经存在有一段时间，但一直局限于「纽约、芝加哥」等区域。在最近几年，才经过「pop smoke、Chief Keef」等rapper的发扬光大，成为世界范围内流行的...	,198,90542,593,6,20
7067910808,嘻不了哈的说唱,Xpooe_,1336059941,介绍：	每首歌都很有个性、态度	如果你也喜欢的话	那现在我们一起听	yo yo!(持续更新~)		,115,1443254,1275,80,5
5437980968,你们喜欢的GC on the track（持续收录）,芳心纵火犯03,1516072156,介绍：	大家不会不喜欢GC的beat做出来的歌吧	,26,3131,44,4,9
6786943502,厂牌精选 | A Few Good Kids Records,云音乐说唱专区,3856379473,介绍：	A Few Good Kids Records	创建年份：2020	代表人物：马思唯，YOUNG13DBABY等	音乐风格：说唱	总部：成都	,34,78912,985,2,9
5379930017,制作人合辑 | Mike Will Made It,云音乐说唱专区,3856379473,介绍：	Tag: 	“Mike WiLL Made-It!”	“EarDrummers” (Rae Sremmurd的“Up Like Trump”，对应其自创的厂牌名Ear Drummer Records，而Rae Sremmurd是该厂牌最初的签约艺人之一)		Michael Len Williams II，艺名...	,58,21338,192,1,评论
5305631325,Emo说唱｜雨过天晴，好好生活,香蕉之城,415271837,介绍：	知道你好想爱这个世界，世界也一直在爱你啊	,38,10175,2030,0,评论
5289253700,说唱伴奏/RAP BEAT/情歌伴奏/TRAP,Nickle_Beatz接混音,1637071759,介绍：	进来的兄弟麻烦点一下收藏哦。 以后可以在这选beat。 需要的 + nickle424		,92,3336756,11028,10053,39
2688991686,那些酒吧里放的特别拽的歌曲$,2-5R,438047742,介绍：	在酒吧里听过但是你不知道歌名的那些歌	,138,458831,6193,72,59
6607459738,超甜预警|情歌rap,dazzd,381977701,介绍：	上榜请私信	,17,87081,718,1051,评论
6635567130,【说唱伴奏】EMO BEAT 无题,Lion_Z狮子,419964543,介绍：	如果可以的话 我不想只在深夜想你	如果可以的话 我不想喝醉才敢想你	如果可以的话…	,39,81449,3554,2,评论
7101860245,（Rap说唱）跟着节奏狂奔/开车时听的神仙歌,-甜饼怪BABE-,484356241,介绍：	文明出行 请保持安全速度行驶	,162,160237,8940,16,评论
5338820195,说唱｜最怕Rapper唱情歌,仙女爱吃香菜_,479858928,介绍：	melodymelodymelodymelodymelodymelodymelody	,64,363525,3231,28,8
6662878509,即刻律动 • 节奏当道 | R&B/Trap/Hip-Hop*,Bronkent,137455276,介绍：	这是一个杂烩向歌单 主要收录如下*	收录曲风包括: Rap，Trap，Hip-Hop，R&B，Future Bass，Dance-Pop*	每一首都是个人精选 只为解决您的歌荒*	新旧歌曲同步交叉 顺序较乱 还请谅解*	可随机/循环播放 惊喜宝藏多...	,1518,1261336,13679,312,40
6815969040,『治愈基地』爱自己是终生浪漫的开始,Cast-Off-Music3,4987484153,介绍：	“白天要努力的忙起来，顺顺利利把事情做完，晚上就可以钻进被窝，看看喜欢的书，戴上耳机专心看剧，或者只是安心的睡个好觉，这样的每一天都会更可爱吧，毕竟爱自己才是终生浪漫的开始呀”	,74,126074,2210,227,8
6920033687,Rap和你，我都不想失去,一只眼睛的鹿_,1447630647,介绍：	我不是今天才想起你，只是今天，我特别想你。	,54,305057,3649,15,15
4976783588,【全】催眠麦克风DRB（含drama）,MieCoi,1903313275,介绍：	已经排好顺序啦，顺序是从下（旧）往上（新）的	有问题欢迎来评论区评论！每天都会在线的！(●• ̀ω•́ )✧	（缓慢更新中…因为学业问题可能不会在新歌刚上架第一时间加入歌单，但是也不会过太久，也会随时...	,144,51633,1507,8,13
4991501354,Juice WRLD收录,AnthonyHiggins999,402463408,介绍：	不定期更新哦，而且有些歌曲删除是因为未发行的歌曲已经发了.还有希望大家不要误会，不是不尊重果汁的成果，只是太想听他的遗作.R.I.P Juice WRLD!	,384,26005,756,32,1
4868657792,Free Emo Beats 免费走心说唱伴奏,lilpizzy0701,515559162,介绍：	不止收录特指的emo new wave音乐，也会收录所有emotional（抒情的）风格的beats。		支持制作人本人与听众私信分享作品投稿（无上限）	收录标准最低为：三连及署名即可免费非商用	要求更低或可以直接用于盈...	,389,319236,4187,49,39
6623345789,『 海浪遇見黄昏变成粉紅色.』,绉州,1739759477,介绍：	原来和喜欢的人说话 连声音也会偷偷变温柔.	,7,413152,4136,61,57
7063338183,HipHop Club常用,Big_Shun,71983390,介绍：	不断更新。	,184,649,14,0,评论
6854437149,【姜云升Type Beat合集&说唱伴奏】,RONIN-MUSIC,5011035536,介绍：	个人整理的姜云升风格的说唱伴奏，希望各位喜欢。	,27,192472,3212,8,2
5415812013,国语Hip-hop | 伤感说唱rap,迷路____________,3994185646,介绍：	最美不过初相见，最思不过昨日缘	,71,179242,1651,17,11
6965699134,【精选】旋律说唱,Stitch和汤包,3948278047,介绍：	歌单里都是一些我感觉律动性比较强的中文说唱歌曲，大家喜欢的话就收藏吧！	,70,3039,136,1,评论
6748989918,心碎100%｜错误的爱情就像一场感冒,Aricdontluv,86104955,介绍：	持续更新（接投稿）	总会有那么一首歌，能够进入你的内心，引起你的共鸣	即使这是一种伤心的感觉	打开这个歌单，感受每一首歌的情感，一定会找到那首心碎之歌	,71,1442090,9450,456,53
7049253448,[RAP]来点儿纯正的味儿,橙子下次保护你-,3378992597,介绍：	这是九月开始的方式	我不再喝啤酒	重新写情诗		起初	是你创造天地	你说	光是好的	我说	光是这样，就是好的	于是我们相爱	手心湿的像海		起初	你拉我一起看雨	大雨里百鬼夜行	我们混在其中	比鬼还高兴		后来...	,256,708,8,0,评论
2874571562,中国制噪rap๑天才向左 疯子向右,鮭魚先森,9890112,介绍：	迷人但足以致命的除了敌人还有同伴，当淋漓尽致的你的心灵在自我竞速，想法便会纷至杂沓，脑内充满未及厘清的神经活动，不受驾驭，如脱疆野马，无限疯狂，是精力旺盛，是奋不顾身，是各种幻觉，是喋喋不休...	,118,90462,923,27,1
5070127051,惊艳耳膜的中文说唱,白咿呀白,2040442269,介绍：	中文说唱区别于英文说唱，它独有着独特的魅力，惊喜和秘密全藏在歌里，不信你听	,60,143899,2326,7,8
5373282435,制作人合辑 | RZA,云音乐说唱专区,3856379473,介绍：	Robert Fitzgerald Diggs，以艺名RZA闻名。活跃在音乐和影视等多个领域。老牌嘻哈团体Wu-Tang Clan的御用制作人和创始人之一。可以说RZA是Wu-Tang成为一个传奇的重要原因之一，他的音乐制作风格，包括但不...	,86,59785,412,7,5
6712222475,含金量remix,EA7iiiii,119458080,介绍：	远了怕生，近了怕烦，少了怕淡，多了怕缠	,21,2795,199,0,评论
6585815112,说唱和你我都不想失去,TiamTheProducer,1688473429,介绍：	既然说唱和你，我都不想失去，那就把你写进歌里，向所有人诉说我们的故事。	,41,21376,6670,520,2
7137299897,一见钟情的喜欢永远不过时,-终是雾起云散,2128891362,介绍：	玫瑰你拿才好看 大海和你才浪漫	,99,22,3,2,1
6921133342,天上飞李承铉低音炮rapper,千万只有个你,5136164749,介绍：	低音炮RAP 李承铉天上飞 天上飞 rap说唱	披荆斩棘的哥哥 追光吧哥哥	,44,89832,180,3,评论
7136190551,宝剑插腰间宝剑冒火焰,comcb999,3584634788,介绍：	宝剑插腰间宝剑冒火焰	宝剑太耀眼 他怎么可能变	你需要一个剑鞘把宝剑收好	宝剑里的秘密 想知道自己找	当我回到街上接着上了战场	攥在战士手里互相发生碰撞	我曾经与破铜烂铁们摆在一起	也曾被恭敬地供在富...	,30,177,1,0,评论
7137294625,【精选】New wave 新浪潮情绪说唱,應該愛愛我的人,2009221752,介绍：	什么？ 不开Auto tune 对不起 我们不认识	,17,9389,43,0,评论
2434195584,那些好听的beat说唱,做你的柠檬水,470535998,介绍：	“温柔且甜的说唱 		沦陷爱情的深渊 ”		（不定期更新）蟹蟹大家支持！	,318,3177632,43218,477,88
6586260808,〖糖果味情歌rap 2.0〗送给女朋友甜甜的歌,还der吃汉堡,1505238684,介绍：	圣诞了，祝大家圣诞快乐，有女朋友的好兄弟，让我好有面子	,87,47433,484,9,14
6610722455,沙场饮血，佩剑长枪犹如昨,Zxy在向下扎根,443546368,介绍：	我欣赏你的技术派，但我有我的江湖流。中国风搭上江湖说唱，这一首首嘻哈很兄弟。	,38,175243,1759,31,10
6600176353,心律不齐rap治愈,dazzd,381977701,介绍：	上榜请私信	,17,175151,3296,3615,335
6703339834,“那些可以被称为艺术品的说唱”,SurpassMusic,4917056566,介绍：	主观世界的疯子，客观世界的天才。欢迎投稿，持续更新。	,18,585558,1486,335,30
6971956991,你需要的热门国语说唱,确实音娱,115796360,介绍：	收集热门国语流行说唱	欢迎大家一起讨论哦～	,41,9759,231,207,评论
5078420208,八英里全国五强合集,AKA_招摇,2137352573,介绍：	kidz 八英里五强合集	别酸了	人家就是比你强	而且强的不只一点。	Respect:	ASPT阿斯巴田 Cas14 万六 Leyon B Drunkid	(Cas那首歌的伴奏是Beat0.3)	持更的奥~	,70,16248,315,5,12
7054837900,让你心动的说唱伴奏rap beat,ZiJianHan,271715824,介绍：	喜欢的朋友可以分享收藏哈	,43,126994,2345,119,2
